,name,candidate_id,candidate_state,party,incumbent_challenge_full,office_full,cycles,election_years,candidate_status,donor_state,donation_count,total_raised,in_state
178,"CAPITO, SHELLEY MOORE",S4WV00159,WV,REP,Incumbent,Senate,"[2012, 2014, 2016, 2018, 2020]","[2014, 2020]",C,SC,8,1325.0,False
179,"CAPITO, SHELLEY MOORE",S4WV00159,WV,REP,Incumbent,Senate,"[2012, 2014, 2016, 2018, 2020]","[2014, 2020]",C,TN,14,18500.0,False
180,"CAPITO, SHELLEY MOORE",S4WV00159,WV,REP,Incumbent,Senate,"[2012, 2014, 2016, 2018, 2020]","[2014, 2020]",C,TX,90,81985.0,False
181,"CAPITO, SHELLEY MOORE",S4WV00159,WV,REP,Incumbent,Senate,"[2012, 2014, 2016, 2018, 2020]","[2014, 2020]",C,VA,182,133494.35,False
182,"CAPITO, SHELLEY MOORE",S4WV00159,WV,REP,Incumbent,Senate,"[2012, 2014, 2016, 2018, 2020]","[2014, 2020]",C,WA,3,1075.0,False
183,"CAPITO, SHELLEY MOORE",S4WV00159,WV,REP,Incumbent,Senate,"[2012, 2014, 2016, 2018, 2020]","[2014, 2020]",C,WI,2,1250.0,False
184,"CAPITO, SHELLEY MOORE",S4WV00159,WV,REP,Incumbent,Senate,"[2012, 2014, 2016, 2018, 2020]","[2014, 2020]",C,WV,506,400121.4,True
185,"CASSIDY, WILLIAM M.",S4LA00107,LA,REP,Incumbent,Senate,"[2014, 2016, 2018, 2020]","[2014, 2020]",C,AL,17,23400.0,False
186,"CASSIDY, WILLIAM M.",S4LA00107,LA,REP,Incumbent,Senate,"[2014, 2016, 2018, 2020]","[2014, 2020]",C,AR,57,55325.0,False
187,"CASSIDY, WILLIAM M.",S4LA00107,LA,REP,Incumbent,Senate,"[2014, 2016, 2018, 2020]","[2014, 2020]",C,AZ,25,28800.0,False
188,"CASSIDY, WILLIAM M.",S4LA00107,LA,REP,Incumbent,Senate,"[2014, 2016, 2018, 2020]","[2014, 2020]",C,CA,299,204245.0,False
189,"CASSIDY, WILLIAM M.",S4LA00107,LA,REP,Incumbent,Senate,"[2014, 2016, 2018, 2020]","[2014, 2020]",C,CO,12,13150.0,False
190,"CASSIDY, WILLIAM M.",S4LA00107,LA,REP,Incumbent,Senate,"[2014, 2016, 2018, 2020]","[2014, 2020]",C,CT,50,78000.0,False
191,"CASSIDY, WILLIAM M.",S4LA00107,LA,REP,Incumbent,Senate,"[2014, 2016, 2018, 2020]","[2014, 2020]",C,DC,58,44333.33,False
192,"CASSIDY, WILLIAM M.",S4LA00107,LA,REP,Incumbent,Senate,"[2014, 2016, 2018, 2020]","[2014, 2020]",C,DE,2,2000.0,False
