,name,candidate_id,candidate_state,party,incumbent_challenge_full,office_full,cycles,election_years,candidate_status,donor_state,donation_count,total_raised,in_state
147,"BARLETTA, LOU",S8PA00320,PA,REP,Challenger,Senate,"[2018, 2020]",[2018],P,VA,129,68255.0,False
148,"BARLETTA, LOU",S8PA00320,PA,REP,Challenger,Senate,"[2018, 2020]",[2018],P,VT,2,150.0,False
149,"BARLETTA, LOU",S8PA00320,PA,REP,Challenger,Senate,"[2018, 2020]",[2018],P,WA,53,10903.0,False
150,"BARLETTA, LOU",S8PA00320,PA,REP,Challenger,Senate,"[2018, 2020]",[2018],P,WI,58,6645.33,False
151,"BARLETTA, LOU",S8PA00320,PA,REP,Challenger,Senate,"[2018, 2020]",[2018],P,WV,26,12395.0,False
152,"BARLETTA, LOU",S8PA00320,PA,REP,Challenger,Senate,"[2018, 2020]",[2018],P,WY,16,1690.0,False
153,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,AL,9,13700.0,False
154,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,AR,13,23400.0,False
155,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,AZ,91,138800.0,False
156,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,CA,186,273403.04,False
157,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,CO,80,118055.0,False
158,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,CT,57,71250.0,False
159,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,DC,150,131698.67,False
160,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,DE,4,5000.0,False
161,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,FL,112,163966.6,False
162,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,GA,112,149112.5,False
163,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,IA,4,3000.0,False
164,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,ID,3,850.0,False
165,"BARRASSO, JOHN A",S6WY00068,WY,REP,Incumbent,Senate,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018, 2020]","[1996, 2008, 2012, 2018, 2024]",F,IL,99,137400.0,False
